,best_match_score,__id_left,__id_right,ID,STCD,DTBEG,DTEND,YEAR,CNTYNAME,MNAME,MLOCADDR,MLOCCITY,GRACE,MLOCSTCD,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,MLOCZIP,STATE,fac_id,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude
211942,1.6916591503463267,6432910,Vgndb8gKO9A_mbtiUabwQA,6432910,43,09/01/2017,08/31/2018,2018,"DeKalb, IL",northwestern medicine valley west hospital,1302 north main street,sandwich,,43,37,17037,17,37,60548-2587,il,Vgndb8gKO9A_mbtiUabwQA,northwestern medicine valley west hospital,False,7,2.5,2020-06-11T08:17:00,18157868484.0,http://www.kishhealth.org,https://www.yelp.com/biz/northwestern-medicine-valley-west-hospital-sandwich?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1302 n main st,sandwich,il,US,60548.0,,
211943,-0.006004493550849255,6432930,Ka1_4DXJt8nrc_ShDUUnDw,6432930,43,07/01/2017,06/30/2018,2018,"Shelby, IL",hshs good shepherd hospital,200 south cedar street,shelbyville,,43,173,17173,17,173,62565-1838,il,Ka1_4DXJt8nrc_ShDUUnDw,shelby memorial hospital,False,1,2.0,2018-04-22T12:50:16,12177743886.0,http://shelbymemorialhospital.org/,https://www.yelp.com/biz/shelby-memorial-hospital-shelbyville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,200 s cedar st,shelbyville,il,US,62565.0,,
212193,1.01188509715473,6432940,pOeN4XlBRgVbdU1pR6Z4Fw,6432940,43,07/01/2017,06/30/2018,2018,"Randolph, IL",sparta community hospital,818 east broadway street,sparta,,43,157,17157,17,157,62286-1820,il,pOeN4XlBRgVbdU1pR6Z4Fw,sparta community hospital,False,3,2.5,2020-06-24T23:14:35,16184432177.0,http://www.spartahospital.com,https://www.yelp.com/biz/sparta-community-hospital-sparta?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,818 e broadway st,sparta,il,US,62286.0,,
212194,0.7736924089053597,6432950,9T3HQ5IeYPW2B2H7U__U4A,6432950,43,10/01/2017,09/30/2018,2018,"Sangamon, IL",memorial medical center,701 north first street,springfield,,43,167,17167,17,167,62781-0001,il,9T3HQ5IeYPW2B2H7U__U4A,memorial medical center,False,13,3.0,2020-02-19T15:10:22,12177883000.0,https://www.memorialmedical.com,https://www.yelp.com/biz/memorial-medical-center-springfield-8?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,701 n first st,springfield,il,US,62781.0,,
212197,-0.7933871597481328,6432960,Jzj2qaPx718H4Zp1DF3rQQ,6432960,43,07/01/2017,06/30/2018,2018,"Sangamon, IL",andrew mcfarland mental health center,901 east southwind road,springfield,,43,167,17167,17,167,62703-5125,il,Jzj2qaPx718H4Zp1DF3rQQ,robert young center for community mental health,False,2,1.0,2019-01-23T17:38:38,13097792031.0,,https://www.yelp.com/biz/robert-young-center-for-community-mental-health-moline?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4600 3rd st,moline,il,US,61265.0,,
212456,1.4344574694633785,6432980,tq4tGyclcf3J7U6UwV052Q,6432980,43,07/01/2017,06/30/2018,2018,"Sangamon, IL",hshs st. john's hospital,800 east carpenter street,springfield,,43,167,17167,17,167,62769-0002,il,tq4tGyclcf3J7U6UwV052Q,hshs st john's hospital,False,8,2.5,2020-03-08T13:33:11,12175446464.0,http://www.st-johns.org,https://www.yelp.com/biz/hshs-st-johns-hospital-springfield?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,800 e carpenter,springfield,il,US,62769.0,,
212458,0.7406693871950409,6433000,gIOrMpFpRb2SOW9HdZRzvg,6433000,43,10/01/2017,09/30/2018,2018,"Bureau, IL",st. margaret's hospital,600 east first street,spring valley,,43,11,17011,17,11,61362-1512,il,gIOrMpFpRb2SOW9HdZRzvg,st margaret's hospital,False,1,1.0,2019-11-20T22:16:54,18156638009.0,http://aboutsmh.org,https://www.yelp.com/biz/st-margarets-hospital-spring-valley-7?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,600 e 1st st,spring valley,il,US,61362.0,,
212459,-0.6152262603564428,6433002,wsliBOiVQz3tjcceDDenAw,6433002,43,,,2018,"Macoupin, IL",community hospital of staunton,400 caldwell street,staunton,,43,117,17117,17,117,62088-1499,il,wsliBOiVQz3tjcceDDenAw,"emerito ureta, md",False,1,1.0,2018-06-08T16:25:15,16186355511.0,,https://www.yelp.com/biz/emerito-ureta-md-staunton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,428 caldwell st,staunton,il,US,62088.0,,
212743,1.1649656836603284,6433005,CbdezbhZJbgt1olBgW9U0w,6433005,43,05/01/2017,04/30/2018,2018,"Whiteside, IL",cgh medical center,100 east lefevre road,sterling,,43,195,17195,17,195,61081-1279,il,CbdezbhZJbgt1olBgW9U0w,cgh medical center,False,3,2.5,2020-02-19T07:41:19,18156250400.0,http://www.cghmc.com,https://www.yelp.com/biz/cgh-medical-center-sterling-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,100 e lefevre rd,sterling,il,US,61081.0,41.75927604012389,-89.70611572265621
212750,1.3691692498496124,6433040,hR5tfCfImKwRJ31-QVmhJw,6433040,43,,,2018,"DeKalb, IL",kindred hospital-sycamore,225 edward street,sycamore,,43,37,17037,17,37,60178-2137,il,hR5tfCfImKwRJ31-QVmhJw,kindred hospital sycamore,False,9,2.5,2019-08-27T18:28:37,18158952144.0,http://www.kindredhospitalsyc.com,https://www.yelp.com/biz/kindred-hospital-sycamore-sycamore-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,225 edward st,sycamore,il,US,60178.0,,
212852,-0.4060649302175071,6433050,uflVTB7PY5A3VcxcDkP66g,6433050,43,10/01/2017,09/30/2018,2018,"Christian, IL",taylorville memorial hospital,201 east pleasant street,taylorville,,43,21,17021,17,21,62568-1597,il,uflVTB7PY5A3VcxcDkP66g,manatee memorial hospital,False,27,2.5,2020-04-04T04:05:18,19417465111.0,https://www.manateememorial.com,https://www.yelp.com/biz/manatee-memorial-hospital-bradenton-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,206 second street east,bradenton,fl,US,34208.0,,
213076,1.0417735893234665,6433070,stETVXzKdbriYAlCDPm0Qw,6433070,43,01/01/2018,12/31/2018,2018,"Champaign, IL",carle foundation hospital,611 west park street,urbana,,43,19,17019,17,19,61801-2529,il,stETVXzKdbriYAlCDPm0Qw,carle foundation hospital,False,3,2.5,2020-01-08T10:29:32,12173833311.0,https://carle.org/locations/carle-foundation-hospital,https://www.yelp.com/biz/carle-foundation-hospital-urbana-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,611 w park st,urbana,il,US,61801.0,,
213104,-0.27686165838946747,6433118,f5yjwZZIO_3n4Du9n7XpdQ,6433118,43,,,2018,"Fayette, IL",fayette county hospital,650 west taylor street,vandalia,,43,51,17051,17,51,62471-1296,il,f5yjwZZIO_3n4Du9n7XpdQ,"mark e freeman, md",False,1,1.0,2018-04-22T10:18:54,16186562000.0,,https://www.yelp.com/biz/mark-e-freeman-md-vandalia?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,650 w taylor st,vandalia,il,US,62471.0,,
213363,1.276954465098649,6433130,si156Ug3ODxz67EeI-cB0A,6433130,43,10/01/2017,09/30/2018,2018,"Iroquois, IL",iroquois memorial hospital and resident home,200 fairman avenue,watseka,,43,75,17075,17,75,60970-1644,il,si156Ug3ODxz67EeI-cB0A,iroquois memorial hospital,False,3,5.0,2020-01-20T08:19:02,18154325841.0,http://www.iroquoismemorial.com,https://www.yelp.com/biz/iroquois-memorial-hospital-watseka-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,200 e fairman ave,watseka,il,US,60970.0,,
213473,1.3610840559715514,6433160,0job2oiE7ePoM8XLOcEjbA,6433160,43,,,2018,"Lake, IL",lake behavioral hospital,2615 washington street,waukegan,,43,97,17097,17,97,60085-4988,il,0job2oiE7ePoM8XLOcEjbA,lake behavioral hospital,False,4,2.0,2020-06-15T15:53:44,18559901900.0,https://lakebehavioralhospital.com,https://www.yelp.com/biz/lake-behavioral-hospital-waukegan?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2615 washington st,waukegan,il,US,60085.0,42.3588274538995,-87.8662327288361
213477,0.703966081462981,6433170,4rxC0dyJn0ffY34PfLSyMQ,6433170,43,,,2018,"Lake, IL",vista health,1324 north sheridan road,waukegan,,43,97,17097,17,97,60085-2161,il,4rxC0dyJn0ffY34PfLSyMQ,vista medical center east,False,39,1.5,2020-06-03T10:32:54,18473603000.0,http://www.vistahealth.com,https://www.yelp.com/biz/vista-medical-center-east-waukegan?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1324 n sheridan rd,waukegan,il,US,60085.0,,
213624,1.2285506803765716,6433195,RWZYLg8sWT2fknv-lFIL0Q,6433195,43,09/01/2017,08/31/2018,2018,"DuPage, IL",northwestern medicine marianjoy rehabilitation hospital,26 west 171 roosevelt road,wheaton,,43,43,17043,17,43,60187-0795,il,RWZYLg8sWT2fknv-lFIL0Q,marianjoy rehabilitation hospital,False,5,3.0,2020-03-19T04:09:32,16309098000.0,https://www.nm.org/locations/marianjoy-rehabilitation-hospital?utm_source=yext&utm_medium=other%20location&utm_campaign=online%20listings,https://www.yelp.com/biz/marianjoy-rehabilitation-hospital-wheaton-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,26 w 171 roosevelt rd,wheaton,il,US,60187.0,,
213747,-0.190956164461944,6433270,13Gy0OocX7fvYOg6h90Bug,6433270,43,07/01/2017,06/30/2018,2018,"Lake, IL",midwestern regional medical center,2520 elisha avenue,zion,,43,97,17097,17,97,60099-2587,il,13Gy0OocX7fvYOg6h90Bug,"bruce gershenhorn, do | medical oncologist",False,1,5.0,2019-08-27T15:09:06,18477520085.0,https://www.cancercenter.com/physician-directory/bruce-gershenhorn,https://www.yelp.com/biz/bruce-gershenhorn-do-zion?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2520 elisha ave,zion,il,US,60099.0,42.4487679,-87.82766579999999
213955,1.502051540134445,6434006,nQ0xYItx6zV17OzzkgiOCg,6434006,43,,,2018,"Cook, IL",john j. madden mental health center,1200 south first avenue,hines,,43,31,17031,17,31,60141-0800,il,nQ0xYItx6zV17OzzkgiOCg,john j madden mental health center,False,6,1.0,2020-06-14T10:49:32,17083387400.0,,https://www.yelp.com/biz/john-j-madden-mental-health-center-hines?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1200 s 1st ave,hines,il,US,60141.0,,
213956,-0.6322866254962544,6440001,4uD3smPmzn1LAqjGv9RykQ,6440001,44,,,2018,"Jackson, MI",duane l. waters hospital,3857 cooper street,jackson,,44,75,26075,26,75,49201-7521,mi,4uD3smPmzn1LAqjGv9RykQ,doctors hospital,False,1,5.0,2018-03-22T18:50:36,15177871440.0,http://www.carelinkofjackson.org,https://www.yelp.com/biz/doctors-hospital-jackson?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,110 n elm ave,jackson,mi,US,49202.0,,
214165,1.1614191145977373,6440002,Yk_HEhJYy4fCmoVOb9M6dw,6440002,44,01/01/2018,12/31/2018,2018,"Oakland, MI",havenwyck hospital,1525 university drive,auburn hills,,44,125,26125,26,125,48326-2673,mi,Yk_HEhJYy4fCmoVOb9M6dw,havenwyck hospital,False,28,1.5,2020-05-19T12:31:30,12483739200.0,,https://www.yelp.com/biz/havenwyck-hospital-auburn-hills?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1525 university dr,auburn hills,mi,US,48326.0,,
214166,1.4658548600372272,6440004,A2oQ60zJ-8vpCY41inTBtQ,6440004,44,01/01/2018,12/31/2018,2018,"Wayne, MI","beaumont hospital, wayne",33155 annapolis street,wayne,,44,163,26163,26,163,48184-2405,mi,A2oQ60zJ-8vpCY41inTBtQ,"beaumont hospital, wayne",False,20,2.5,2020-04-15T16:49:11,17344674000.0,http://www.oakwood.org,https://www.yelp.com/biz/beaumont-hospital-wayne-wayne?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,33155 annapolis st,wayne,mi,US,48184.0,42.2730299692836,-83.3648747510448
214266,1.3190504467549737,6440009,XJTF5oXAuMNHFZYMhesHyQ,6440009,44,,,2018,"Ingham, MI",mclaren greater lansing,401 west greenlawn avenue,lansing,,44,65,26065,26,65,48910-2819,mi,XJTF5oXAuMNHFZYMhesHyQ,mclaren greater lansing,False,10,2.0,2020-05-15T05:26:53,15179756000.0,http://www.mclaren.org/lansing,https://www.yelp.com/biz/mclaren-greater-lansing-lansing-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,401 w greenlawn ave,lansing,mi,US,48910.0,,
214368,1.4227981181338183,6440010,m4h3sXQakusOvvlxnXLheQ,6440010,44,01/01/2018,12/31/2018,2018,"Lenawee, MI",promedica bixby hospital,818 riverside avenue,adrian,,44,91,26091,26,91,49221-1446,mi,m4h3sXQakusOvvlxnXLheQ,promedica bixby hospital,False,1,1.0,2020-01-13T15:06:05,15172650900.0,https://www.promedica.org,https://www.yelp.com/biz/promedica-bixby-hospital-adrian?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,818 riverside ave,adrian,mi,US,49221.0,,
214468,0.7455742879836538,6440013,jSBcmJLpGnulOeq5yTIWcw,6440013,44,07/01/2017,06/30/2018,2018,"Grand Traverse, MI",munson medical center,1105 sixth street,traverse city,,44,55,26055,26,55,49684-2386,mi,jSBcmJLpGnulOeq5yTIWcw,munson medical center,False,15,3.0,2020-06-26T12:34:56,12319355000.0,https://www.munsonhealthcare.org,https://www.yelp.com/biz/munson-medical-center-traverse-city-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1105 6th st,traverse city,mi,US,49684.0,,
214475,1.6102490748361356,6440015,jJkangeEfZxU7SDWpuza2A,6440015,44,07/01/2017,06/30/2018,2018,"Iron, MI","aspirus iron river hospitals & clinics, inc.",1400 west ice lake road,iron river,,44,71,26071,26,71,49935-9526,mi,jJkangeEfZxU7SDWpuza2A,aspirus iron river hospital,False,2,3.0,2020-06-27T13:30:05,19062656121.0,http://aspirus.org,https://www.yelp.com/biz/aspirus-iron-river-hospital-iron-river-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1400 w ice lake rd,iron river,mi,US,49935.0,,
214565,1.9401091937480703,6440017,Vf5yZuB09CH4Y1lbSlKJeA,6440017,44,07/01/2017,06/30/2018,2018,"Kalamazoo, MI",ascension borgess hospital,1521 gull road,kalamazoo,,44,77,26077,26,77,49048-1640,mi,Vf5yZuB09CH4Y1lbSlKJeA,ascension borgess hospital,False,26,2.0,2019-09-28T21:58:04,12692267000.0,http://www.borgess.com,https://www.yelp.com/biz/ascension-borgess-hospital-kalamazoo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1521 gull rd,kalamazoo,mi,US,49048.0,42.307916,-85.560926
214616,1.6315880651827546,6440018,3t9Ygb1YhTpjgQPC3SNvIg,6440018,44,07/01/2017,06/30/2018,2018,"Genesee, MI",ascension genesys hospital,one genesys parkway,grand blanc,,44,49,26049,26,49,48439-8066,mi,3t9Ygb1YhTpjgQPC3SNvIg,ascension genesys hospital,False,39,2.0,2020-02-23T14:20:03,18106065000.0,https://healthcare.ascension.org/Locations/Michigan/MIGRA/Grand-Blanc-Ascension-Genesys-Hospital,https://www.yelp.com/biz/ascension-genesys-hospital-grand-blanc?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1 genesys pkwy,grand blanc,mi,US,48439.0,,
214636,-0.5950440005450728,6440019,BzbaM0Zmt4XgS1CqAl8nug,6440019,44,,,2018,"Bay, MI",mclaren bay special care,"3250 east midland road, suite 1",bay city,,44,17,26017,26,17,48706-2835,mi,BzbaM0Zmt4XgS1CqAl8nug,bay eye care center,False,2,2.0,2019-08-14T08:41:12,19898929595.0,,https://www.yelp.com/biz/bay-eye-care-center-bay-city-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,116 n tuscola rd,bay city,mi,US,48708.0,,
214901,2.0788992405404416,6440021,3kMm-BmmZKzmdnv8ZbAOrg,6440021,44,07/01/2017,06/30/2018,2018,"Kent, MI",spectrum health - butterworth hospital,100 michigan street ne,grand rapids,,44,81,26081,26,81,49503-2560,mi,3kMm-BmmZKzmdnv8ZbAOrg,spectrum health butterworth hospital,False,3,1.5,2019-10-20T11:26:20,16163911774.0,https://www.spectrumhealth.org/locations/spectrum-health-hospitals-butterworth-hospital,https://www.yelp.com/biz/spectrum-health-butterworth-hospital-grand-rapids?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,100 michigan st ne,grand rapids,mi,US,49503.0,42.969712705316,-85.6645977901459
214902,0.2962362869791203,6440023,R3fauqp1NR6jwOlnJQe63w,6440023,44,07/01/2017,06/30/2018,2018,"Saginaw, MI",covenant healthcare,1447 north harrison street,saginaw,,44,145,26145,26,145,48602-4727,mi,R3fauqp1NR6jwOlnJQe63w,covenant healthcare,False,4,3.5,2018-10-24T19:35:32,19895836602.0,http://www.covenanthealthcare.com,https://www.yelp.com/biz/covenant-healthcare-saginaw-9?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,800 cooper ave,saginaw,mi,US,48602.0,,
214952,0.6778595539226947,6440026,Z1lgV_6J3UwNNAydte1Sqg,6440026,44,07/01/2017,06/30/2018,2018,"Montcalm, MI",spectrum health united hospital,615 south bower street,greenville,,44,117,26117,26,117,48838-2614,mi,Z1lgV_6J3UwNNAydte1Sqg,united memorial hospital,False,1,4.0,2019-01-11T02:50:25,16167544691.0,,https://www.yelp.com/biz/united-memorial-hospital-greenville-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,615 s bower st,greenville,mi,US,48838.0,,
215068,1.3883665890797152,6440027,FwrdY6UgFlfdGoEwJxOyxg,6440027,44,01/01/2018,12/31/2018,2018,"Wayne, MI",dmc harper university hospital,3990 john 'r' street,detroit,,44,163,26163,26,163,48201-2018,mi,FwrdY6UgFlfdGoEwJxOyxg,harper university hospital,False,15,2.0,2020-05-28T11:36:00,13137458040.0,https://www.dmc.org,https://www.yelp.com/biz/harper-university-hospital-detroit?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3990 john r st,detroit,mi,US,48201.0,,
215168,1.4683977009790128,6440030,Iid3IE0NOMSyzvNCqXOV1w,6440030,44,01/01/2018,12/31/2018,2018,"Allegan, MI",allegan general hospital,555 linn street,allegan,,44,5,26005,26,5,49010-1524,mi,Iid3IE0NOMSyzvNCqXOV1w,allegan general hospital,False,2,2.5,2019-08-08T21:29:17,12696864070.0,https://www.aghosp.org,https://www.yelp.com/biz/allegan-general-hospital-allegan-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,555 linn st,allegan,mi,US,49010.0,,
215268,1.2950260412558943,6440031,zbO3SiRFk5lvhOswPb3wuw,6440031,44,,,2018,"Genesee, MI",select specialty hospital-flint,"401 south ballenger highway, 5th floor central",flint,,44,49,26049,26,49,48532-3638,mi,zbO3SiRFk5lvhOswPb3wuw,select specialty hospital flint,False,1,1.0,2017-10-25T11:24:15,18103424545.0,,https://www.yelp.com/biz/select-specialty-hospital-flint-flint?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,401 s ballenger hwy,flint,mi,US,48503.0,,
215370,-0.600199473879356,6440032,kOxOF0AJi-L1U5KeW6M8Dg,6440032,44,,,2018,"Saginaw, MI",select specialty hospital-saginaw,"1447 north harrison street, 8th floor",saginaw,,44,145,26145,26,145,48602-4785,mi,kOxOF0AJi-L1U5KeW6M8Dg,select specialty hospital-macomb county,False,3,3.5,2020-04-20T20:02:42,15863079010.0,http://macomb.selectspecialtyhospitals.com,https://www.yelp.com/biz/select-specialty-hospital-macomb-county-mount-clemens?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,215 north ave fl 5,mount clemens,mi,US,48043.0,,
215633,-0.0606090909432513,6440036,J7FZI9Gd15nvW_mAfLBtag,6440036,44,,,2018,"Wayne, MI",select specialty hospital-downriver,"2333 biddle avenue, 8th floor",wyandotte,,44,163,26163,26,163,48192-4668,mi,J7FZI9Gd15nvW_mAfLBtag,downriver medical associates,False,2,4.0,2019-10-23T21:31:31,17342465705.0,http://www.downrivermedicalassociates.com,https://www.yelp.com/biz/downriver-medical-associates-wyandotte?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2300 biddle ave ste 100,wyandotte,mi,US,48192.0,,
215853,0.9667659605773419,6440037,h-7e-qW7GWS5mzGBIoYsmQ,6440037,44,,,2018,"Oakland, MI",select specialty hospital-pontiac,"44405 woodward avenue, 8th floor",pontiac,,44,125,26125,26,125,48341-5023,mi,h-7e-qW7GWS5mzGBIoYsmQ,select specialty hospital,False,1,2.0,2020-01-20T11:43:52,12484525202.0,https://pontiac.selectspecialtyhospitals.com,https://www.yelp.com/biz/select-specialty-hospital-pontiac?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,44405 woodward ave fl 8,pontiac,mi,US,48341.0,,
215903,-0.07156122968710159,6440038,KsVbUJfWAv8KvhkSuw9GwQ,6440038,44,,,2018,"Muskegon, MI",select specialty hospital-muskegon,"1700 clinton street, 3 south",muskegon,,44,121,26121,26,121,49442-5502,mi,KsVbUJfWAv8KvhkSuw9GwQ,hackley hospital northwood center,False,1,5.0,2019-08-22T02:53:10,12317284911.0,,https://www.yelp.com/biz/hackley-hospital-northwood-center-muskegon?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1700 clinton st,muskegon,mi,US,49442.0,,
216157,1.8876558830916939,6440039,kOxOF0AJi-L1U5KeW6M8Dg,6440039,44,,,2018,"Macomb, MI",select specialty hospital-macomb county,215 north avenue,mount clemens,,44,99,26099,26,99,48043-1700,mi,kOxOF0AJi-L1U5KeW6M8Dg,select specialty hospital-macomb county,False,3,3.5,2020-04-20T20:02:42,15863079010.0,http://macomb.selectspecialtyhospitals.com,https://www.yelp.com/biz/select-specialty-hospital-macomb-county-mount-clemens?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,215 north ave fl 5,mount clemens,mi,US,48043.0,,
216158,1.661229019642439,6440040,Oh2_ZsPpiFfIKSNg7n2EHA,6440040,44,07/01/2017,06/30/2018,2018,"Gratiot, MI",midmichigan medical center-gratiot,300 east warwick drive,alma,,44,57,26057,26,57,48801-1014,mi,Oh2_ZsPpiFfIKSNg7n2EHA,midmichigan medical center - gratiot,False,1,1.0,2020-06-16T09:42:51,19894631101.0,https://www.midmichigan.org/about/our-affiliates/medical-centers/midmichigan-medical-center-gratiot/,https://www.yelp.com/biz/midmichigan-medical-center-gratiot-alma?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,300 e warwick dr,alma,mi,US,48801.0,,
216159,0.6672287480428546,6440041,7iPXo9NvfB8VB2xhFATizQ,6440041,44,,,2018,"Washtenaw, MI",select specialty hospital-ann arbor,"5301 east huron river drive, 7th floor",ypsilanti,,44,161,26161,26,161,48197-1051,mi,7iPXo9NvfB8VB2xhFATizQ,select specialty hospital,False,2,2.5,2019-04-01T21:23:57,17347126751.0,http://www.selectspecialtyhospital.com,https://www.yelp.com/biz/select-specialty-hospital-ypsilanti?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,5301 e huron river dr  7 n fl,ypsilanti,mi,US,48197.0,,
216261,1.3284760963019424,6440043,i0tuGCUX8lDr2ThB_vS-bg,6440043,44,10/01/2017,09/30/2018,2018,"Wayne, MI",karmanos cancer center,4100 john 'r' street,detroit,,44,163,26163,26,163,48201-2013,mi,i0tuGCUX8lDr2ThB_vS-bg,karmanos cancer institute,False,8,2.0,2020-03-05T10:46:16,18005276266.0,http://www.karmanos.org,https://www.yelp.com/biz/karmanos-cancer-institute-detroit-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4100 john r st,detroit,mi,US,48201.0,,
216363,0.005237344130767482,6440044,6AuLLfiQLYNYVaHyghZbLA,6440044,44,,,2018,"Wayne, MI","vibra hospital of southeastern michigan, llc",26400 west outer drive,lincoln park,,44,163,26163,26,163,48146-2088,mi,6AuLLfiQLYNYVaHyghZbLA,vibra hospital of southeastern michigan taylor campus,False,3,1.0,2020-05-25T19:49:03,13133757075.0,http://www.vhsemtaylor.com,https://www.yelp.com/biz/vibra-hospital-of-southeastern-michigan-taylor-campus-taylor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10000 telegraph rd,taylor,mi,US,48180,,
216485,0.9828623988181743,6440046,Pz-Uvt4b5Fw0MVARnr1B-Q,6440046,44,,,2018,"Calhoun, MI",select specialty hospital-battle creek,300 north avenue,battle creek,,44,25,26025,26,25,49017-3307,mi,Pz-Uvt4b5Fw0MVARnr1B-Q,bronson battle creek hospital,False,3,1.5,2020-03-09T15:49:37,12692458000.0,https://www.bronsonhealth.com,https://www.yelp.com/biz/bronson-battle-creek-hospital-battle-creek-12?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,300 north ave,battle creek,mi,US,49017.0,42.3311137,-85.1781731
216487,-0.17049419703353497,6440047,mUH7rzec-ztJj4ATp0GE4Q,6440047,44,01/01/2018,12/31/2018,2018,"Ingham, MI",sparrow specialty hospital,8 west sparrow hospital tower,lansing,,44,65,26065,26,65,48912,mi,mUH7rzec-ztJj4ATp0GE4Q,sparrow hospital,False,49,2.5,2020-06-27T04:44:58,15173641000.0,http://www.sparrow.org,https://www.yelp.com/biz/sparrow-hospital-lansing?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1215 e michigan ave,lansing,mi,US,48912.0,,
216693,2.0252842561657753,6440049,c-0zrS1b2eEsF5vWD7IA0Q,6440049,44,01/01/2018,12/31/2018,2018,"Oakland, MI",henry ford west bloomfield hospital,6777 west maple road,west bloomfield,,44,125,26125,26,125,48322-3013,mi,c-0zrS1b2eEsF5vWD7IA0Q,henry ford west bloomfield hospital,False,46,2.5,2020-03-02T05:40:32,12483251000.0,http://www.henryford.com,https://www.yelp.com/biz/henry-ford-west-bloomfield-hospital-west-bloomfield-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,6777 w maple rd,west bloomfield,mi,US,48322.0,42.5387881375076,-83.407060077705
